brand,search_volume,date
비에날씬,0.0,2024-09-30
비에날씬,7.14285,2024-10-01
비에날씬,7.14285,2024-10-02
비에날씬,7.14285,2024-10-03
비에날씬,14.28571,2024-10-04
비에날씬,21.42857,2024-10-05
비에날씬,0.0,2024-10-06
비에날씬,0.0,2024-10-07
비에날씬,7.14285,2024-10-08
비에날씬,0.0,2024-10-09
비에날씬,0.0,2024-10-10
비에날씬,0.0,2024-10-11
비에날씬,7.14285,2024-10-12
비에날씬,0.0,2024-10-13
비에날씬,7.14285,2024-10-14
비에날씬,7.14285,2024-10-15
비에날씬,0.0,2024-10-16
비에날씬,0.0,2024-10-17
비에날씬,0.0,2024-10-18
비에날씬,0.0,2024-10-19
비에날씬,21.42857,2024-10-20
비에날씬,0.0,2024-10-21
비에날씬,7.14285,2024-10-22
비에날씬,0.0,2024-10-23
비에날씬,0.0,2024-10-24
비에날씬,0.0,2024-10-25
비에날씬,7.14285,2024-10-26
비에날씬,7.14285,2024-10-27
비에날씬,0.0,2024-10-28
비에날씬,0.0,2024-10-29
비에날씬,0.0,2024-10-30
비에날씬,0.0,2024-10-31
비에날씬,21.42857,2024-11-01
비에날씬,35.71428,2024-11-02
비에날씬,0.0,2024-11-03
비에날씬,7.14285,2024-11-04
비에날씬,0.0,2024-11-05
비에날씬,7.14285,2024-11-06
비에날씬,7.14285,2024-11-07
비에날씬,0.0,2024-11-08
비에날씬,0.0,2024-11-09
비에날씬,0.0,2024-11-10
비에날씬,0.0,2024-11-11
비에날씬,7.14285,2024-11-12
비에날씬,0.0,2024-11-13
비에날씬,0.0,2024-11-14
비에날씬,14.28571,2024-11-15
비에날씬,0.0,2024-11-16
비에날씬,7.14285,2024-11-17
비에날씬,14.28571,2024-11-18
비에날씬,7.14285,2024-11-19
비에날씬,0.0,2024-11-20
비에날씬,0.0,2024-11-21
비에날씬,0.0,2024-11-22
비에날씬,0.0,2024-11-23
비에날씬,0.0,2024-11-24
비에날씬,7.14285,2024-11-25
비에날씬,7.14285,2024-11-26
비에날씬,0.0,2024-11-27
비에날씬,0.0,2024-11-28
비에날씬,7.14285,2024-11-29
비에날씬,7.14285,2024-11-30
비에날씬,0.0,2024-12-01
비에날씬,0.0,2024-12-02
비에날씬,7.14285,2024-12-03
